VOLKRAJ;KSTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;POCPROCVSE;MANDAT;PORADIMAND;PORADINAHR
13;8;6;"Miroslava";"Jemelková";"";"";59;"úèetní";"Bøezová";585131;47;47;"A";249;0;1.2;"N";0;5
13;8;7;"Pavlína";"Procházková";"";"";41;"starostka obce Poèenice-Tetìtice";"Poèenice-Tetìtice";588865;99;47;"A";468;0;2.26;"N";0;6
13;8;8;"Kateøina";"Srncová";"Ing.";"";35;"støedoškolská uèitelka";"Zdounky";589195;47;47;"A";608;0;2.94;"N";0;7
13;8;9;"František";"Jordák";"Ing.";"";69;"technik";"Luhaèovice";585459;47;47;"A";140;0;.67;"N";0;8
13;8;10;"Lukáš";"Snopek";"Ing.";"";28;"doktorand Univerzity Tomáše Bati";"Salaš";592561;47;47;"A";461;0;2.23;"N";0;9
13;8;11;"Vítìzslav";"Lapèík";"Ing.";"";52;"agronom";"Knìpole";592269;47;47;"A";508;0;2.45;"N";0;10
13;8;12;"Roman";"Ramach";"";"";44;"vedoucí restaurace";"Ratiboø";544787;47;47;"A";170;0;.82;"N";0;11
13;8;13;"Ivan";"Juøena";"";"";45;"øeditel vırobní divize";"Chropynì";588512;99;47;"A";173;0;.83;"N";0;12
13;8;14;"Vít";"Zvìøina";"";"";21;"student vysoké školy";"Hovìzí";542768;47;47;"A";343;0;1.65;"N";0;13
13;8;15;"Pavel";"Kroèa";"Ing.";"";58;"technik";"Uherské Hradištì";592005;47;47;"A";320;0;1.54;"N";0;14
13;8;16;"Anna";"Foltınová";"";"";49;"zdravotní sestra";"Zlín";585068;47;47;"A";446;0;2.15;"N";0;15
13;8;17;"Miroslav";"Kuja";"";"";71;"technik";"Slavièín";585751;47;47;"A";90;0;.43;"N";0;16
13;8;18;"Vìra";"Lovecká";"Mgr.";"";54;"vedoucí knihovny";"Uherskı Brod";592731;99;47;"A";198;0;.95;"N";0;17
13;8;19;"Michal";"Kostka";"Ing.";"";28;"uèitel, informaèní technolog";"Kromìøí";588296;47;47;"A";335;0;1.62;"N";0;18
13;8;20;"Miroslav";"Tomšù";"Bc.";"";24;"básník, nakladatel";"Slušovice";585777;99;47;"A";82;0;.39;"N";0;19
13;8;21;"Miroslav";"Kováø";"JUDr.";"CSc.";66;"vysokoškolskı uèitel";"Holešov";588458;47;47;"A";288;0;1.39;"N";0;20
13;8;22;"Josef";"Šastnı";"Bc.";"";60;"sociální pracovník";"Uherské Hradištì";592005;47;47;"A";298;0;1.44;"N";0;21
13;9;1;"Richard";"Kreml";"MUDr.";"";47;"lékaø, zastupitel mìsta Kromìøíe";"Kromìøí";588296;5;5;"A";202;5.48;5.48;"N";0;0
13;9;2;"Kateøina";"Baèová";"PhDr.";"";52;"spisovatelka pod jménem Kateøina Dubská";"Bojkovice";592048;5;5;"A";182;0;4.93;"N";0;0
13;9;3;"Tomáš";"Pasternı";"Mgr.";"";37;"øeditel IT firmy";"Zlín";585068;99;5;"A";134;0;3.63;"N";0;0
13;9;4;"Eliška";"Dudešková";"Bc.";"";29;"lektorka francouzského a èínského jazyka";"Huštìnovice";592218;5;5;"A";162;0;4.39;"N";0;0
13;9;5;"Tomáš";"Husa";"MUDr.";"";40;"lékaø nemocnice Vsetín, zastupitel mìsta Vsetína";"Vsetín";541630;5;5;"A";136;0;3.69;"N";0;0
13;9;6;"Dagmar";"Daòková";"Mgr.";"";44;"uèitelka na Gymnáziu Zlín - Lesní ètvr";"Otrokovice";585599;5;5;"A";171;0;4.64;"N";0;0
13;9;7;"Michal";"Stránskı";"MgA.";"";51;"grafickı designér";"Staré Mìsto";550752;99;5;"A";68;0;1.84;"N";0;0
13;9;8;"Jana";"Tesaøová";"Ing. Mgr.";"";40;"ekonomka a environmentalistka, mana. nezisk. org.";"Bojkovice";592048;5;5;"A";129;0;3.5;"N";0;0
13;9;9;"Vilém";"Jurek";"Ing.";"";32;"krajinnı in., expert v obl.biolog.ochrany pøírody";"Šumice";592676;5;5;"A";213;5.78;5.78;"N";0;0
13;9;10;"Kristına";"Kosová";"Mgr.";"";34;"místostarostka mìsta Ronov p. Radhoštìm";"Ronov pod Radhoštìm";544841;99;5;"A";143;0;3.88;"N";0;0
13;9;11;"Radek";"Fojtík";"Mgr.";"";43;"starosta tìlocvièné jednoty Sokol Vsetín";"Vsetín";541630;5;5;"A";52;0;1.41;"N";0;0
13;9;12;"Martina";"Koutòáková";"";"";42;"finanèní manaerka";"Kromìøí";588296;5;5;"A";25;0;.67;"N";0;0
13;9;13;"Miloslav";"Klimek";"";"";36;"chovatel, pìstitel";"eranovice";589233;5;5;"A";66;0;1.79;"N";0;0
13;9;14;"Jana";"Zapletalová Koláèková";"Mgr.";"";35;"právnièka";"Chvalèov";506737;5;5;"A";69;0;1.87;"N";0;0
13;9;15;"Jan";"Talafant";"Bc.";"MSc.";47;"nakladatel";"Kromìøí";588296;5;5;"A";41;0;1.11;"N";0;0
13;9;16;"Kateøina";"Zukalová";"";"";50;"soukromı zemìdìlec, zastupitelka obce Seninka";"Seninka";544906;5;5;"A";94;0;2.55;"N";0;0
13;9;17;"Zdenìk";"Štekl";"Ing.";"";63;"energetickı auditor";"Ronov pod Radhoštìm";544841;5;5;"A";31;0;.84;"N";0;0
13;9;18;"Hana";"Nìmcová";"Bc.";"";37;"podnikatelka";"Bojkovice";592048;99;5;"A";39;0;1.05;"N";0;0
13;9;19;"David";"Kopeckı";"Mgr.";"";28;"produkèní v hudebním klubu, organizátor kult. akcí";"Vsetín";541630;5;5;"A";98;0;2.65;"N";0;0
13;9;20;"Zuzana";"Vachùnová";"Mgr.";"";30;"pracovnice v ekologické organizaci";"Ronov pod Radhoštìm";544841;99;5;"A";12;0;.32;"N";0;0
13;9;21;"Tomáš";"Èernı";"Ing.";"";36;"jednatel spoleè. Simcar s.r.o.,radní mìsta Fryšták";"Fryšták";585211;5;5;"A";7;0;.18;"N";0;0
13;9;22;"Jana";"Vybíralová";"";"";65;"úèetní a koordinátorka iniciativy CykloZlín";"Zlín";585068;99;5;"A";4;0;.1;"N";0;0
13;10;1;"Zdenìk";"Cekota";"Bc.";"";63;"OSVÈ";"Zlín";585068;99;137;"A";61;0;3.49;"N";0;0
13;10;2;"Jaroslav";"Štrajt";"";"";58;"obchodní manaer";"Ronov pod Radhoštìm";544841;99;137;"A";31;0;1.77;"N";0;0
13;10;3;"Josef";"Mrázek";"Ing.";"";60;"støedoškolskı uèitel, mlékárenskı odborník";"Kromìøí";588296;99;137;"A";54;0;3.09;"N";0;0
13;10;4;"David";"Støítezskı";"";"";39;"projektovı inenır";"Vsetín";541630;99;137;"A";76;0;4.35;"N";0;0
13;10;5;"Manuel";"Nunìz";"";"";25;"OSVÈ, marketingovı specialista";"Zlín";585068;79;137;"A";40;0;2.28;"N";0;0
13;10;6;"Dagmar";"Solaøová";"";"";51;"vychovatelka";"Holešov";588458;99;137;"A";43;0;2.46;"N";0;0
13;10;7;"Vlasta";"Hráèková";"";"";49;"ivnostník";"Kunovice";550744;99;137;"A";27;0;1.54;"N";0;0
13;10;8;"Zuzana";"Polášková";"";"";27;"peèovatelka";"Staré Mìsto";550752;99;137;"A";71;0;4.06;"N";0;0
13;10;9;"Radomír";"Šulák";"";"";61;"pracovník v tìlovıchovì";"Vsetín";541630;736;137;"A";24;0;1.37;"N";0;0
13;10;10;"Boøek";"Lacina";"";"";27;"mechanik, elektronik";"Ronov pod Radhoštìm";544841;79;137;"A";40;0;2.28;"N";0;0
13;10;11;"Pavel";"Mozga";"";"";72;"dùchodce";"Cetechovice";588407;99;137;"A";5;0;.28;"N";0;0
13;10;12;"Jitka";"Krajèi";"";"";46;"ivnostník";"Uherskı Brod";592731;99;137;"A";29;0;1.65;"N";0;0
13;10;13;"Barbora";"Klímková";"";"";43;"ivnostník";"Vsetín";541630;99;137;"A";29;0;1.65;"N";0;0
13;10;14;"Pavel";"Køupala";"";"DiS.";35;"pracovník logistiky, skladník";"Zlín";585068;79;137;"A";27;0;1.54;"N";0;0
13;10;15;"Hana";"Nìmcová";"";"";49;"ivnostník";"Ronov pod Radhoštìm";544841;99;137;"A";19;0;1.08;"N";0;0
13;10;16;"Jaroslav";"Saòák";"";"";55;"pracovník na pile";"Jestøabí";585319;99;137;"A";30;0;1.71;"N";0;0
13;10;17;"Zdenìk";"Cekota";"";"";24;"obchodní asistent";"Zlín";585068;99;137;"A";23;0;1.31;"N";0;0
13;10;18;"Bedøich";"Hanke";"";"";48;"administrativní pracovník";"Hulín";588491;99;137;"A";6;0;.34;"N";0;0
13;10;19;"Lenka";"Flachsová";"";"";46;"prodejce";"Halenkovice";585220;99;137;"A";18;0;1.03;"N";0;0
13;10;20;"Ivo";"Pinkas";"";"";47;"OSVÈ, IT konzultant";"Ostroská Lhota";592455;99;137;"A";7;0;.4;"N";0;0
13;10;21;"Libor";"Molnár";"";"";49;"venkovní obsluha èerpací stanice";"Bystøièka";541711;99;137;"A";25;0;1.43;"N";0;0
13;10;22;"Vojtìch";"Kopp";"";"";22;"dìlník ve vırobì";"Zlín";585068;79;137;"A";47;0;2.69;"N";0;0
13;12;1;"Jiøí";"Procházka";"Ing.";"MBA";57;"ekonom";"Zlín";585068;714;714;"A";262;5.44;5.44;"N";0;0
13;12;2;"Helena";"Lasztoviczová";"";"";48;"vedoucí prodeje, zastupitelka Zlínského kraje";"Valašské Meziøíèí";545058;714;714;"A";168;0;3.49;"N";0;0
13;12;3;"František";"Veverka";"";"";41;"programátor CNC strojù";"Valašské Meziøíèí";545058;714;714;"A";138;0;2.86;"N";0;0
13;12;4;"Tomáš";"Pajonk";"Ing.";"";36;"vıvojáø, jednatel, zastupitel Zlínského kraje";"Zašová";545236;714;714;"A";441;9.16;9.16;"N";0;0
13;12;5;"Jiøí";"Jelínek";"Ing.";"";49;"vıvojáø software";"Staré Mìsto";550752;714;714;"A";109;0;2.26;"N";0;0
13;12;6;"Lucie";"Lompejová";"";"BA (Hons),Execut.MBA";35;"mateøská dovolená, zastupitelka mìsta Napajedla";"Napajedla";585513;714;714;"A";93;0;1.93;"N";0;0
13;12;7;"Robert";"Procházka";"";"";47;"ivnostník v døevovırobì";"Vsetín";541630;714;714;"A";91;0;1.89;"N";0;0
13;12;8;"Natálie";"Jahodová";"";"MA";28;"mateøská dovolená, komunikátor sociální sítì";"Uherské Hradištì";592005;714;714;"A";72;0;1.49;"N";0;0
13;12;9;"Michal";"Molek";"Mgr.";"";41;"øeditel základní školy Vsetín Sychrov";"Vsetín";541630;99;714;"A";97;0;2.01;"N";0;0
13;12;10;"Jiøí";"Remeš";"";"";49;"jednatel soukromé firmy";"Otrokovice";585599;714;714;"A";44;0;.91;"N";0;0
13;12;11;"Jan";"Chládek";"";"";59;"øidiè MHD";"Zlín";585068;714;714;"A";32;0;.66;"N";0;0
13;12;12;"Mojmír";"Náplava";"Mgr.";"";42;"advokát";"Uherské Hradištì";592005;714;714;"A";89;0;1.84;"N";0;0
13;12;13;"Michal";"Vokoun";"";"";40;"IT technik";"Kromìøí";588296;714;714;"A";39;0;.81;"N";0;0
13;12;14;"Marek";"Štìpán";"Ing.";"";41;"krajinnı architekt";"Popovice";592528;714;714;"A";52;0;1.08;"N";0;0
13;12;15;"Petr";"Klvaè";"Ing.";"";66;"dùchodce a ivnostník";"Míškovice";588750;714;714;"A";14;0;.29;"N";0;0
13;12;16;"Martin";"Novák";"Bc.";"";23;"student";"Zubøí";545252;714;714;"A";68;0;1.41;"N";0;0
13;12;17;"Ondøej";"Martínek";"";"";29;"marketingovı specialista";"Zlín";585068;714;714;"A";49;0;1.01;"N";0;0
13;12;18;"Milan";"Skládal";"";"";45;"obchodní zástupce";"Uherské Hradištì";592005;714;714;"A";21;0;.43;"N";0;0
13;12;19;"Richard";"Nedbal";"";"";42;"tlumoèník, pøekladatel";"Pozlovice";549401;714;714;"A";81;0;1.68;"N";0;0
13;12;20;"Martin";"Ševèík";"";"";42;"programátor sváøecího robota";"Valašské Klobouky";585891;714;714;"A";47;0;.97;"N";0;0
13;12;21;"Ondøej";"Stloukal";"Ing.";"";44;"softwarovı vıvojáø";"Ostroská Nová Ves";592463;714;714;"A";62;0;1.28;"N";0;0
13;12;22;"Ivana";"itníková";"";"";32;"manaerka v gastronomii";"Prostøední Beèva";544698;714;714;"A";50;0;1.03;"N";0;0
13;13;1;"Karel";"Nedbálek";"JUDr. Ing.";"PhD., MBA";61;"právník";"Zlín";585068;99;155;"A";23;7.69;7.69;"N";0;0
13;13;2;"Dagmar";"Míèková";"Mgr.";"";55;"uèitelka";"Bystøice pod Hostınem";588393;99;155;"A";14;0;4.68;"N";0;0
13;13;3;"Richard";"Bièan";"";"";42;"podnikatel";"Staré Mìsto";550752;99;155;"A";10;0;3.34;"N";0;0
13;13;4;"Markéta";"Pavlova";"Mgr.";"";43;"øeditelka vysokoškolského institutu";"Praha";1;99;155;"A";7;0;2.34;"N";0;0
13;13;5;"Nadìda";"Malinová";"";"";39;"asistentka generálního øeditele";"Zlín";585068;99;155;"A";4;0;1.33;"N";0;0
13;13;6;"Ondøej";"Šulák";"Bc.";"";30;"manaer";"Vsetín";541630;99;155;"A";8;0;2.67;"N";0;0
13;13;7;"Miroslav";"Koøístka";"";"";57;"podnikatel";"Vsetín";541630;99;155;"A";2;0;.66;"N";0;0
13;13;8;"Marta";"Èermáková";"";"";73;"dùchodce";"Vsetín";541630;99;155;"A";0;0;0;"N";0;0
13;13;9;"Kateøina";"Šabacká";"";"";29;"mateøská dovolená";"Zlín";585068;99;155;"A";2;0;.66;"N";0;0
13;13;10;"Petr";"Smola";"";"";32;"skladník";"Vsetín";541630;99;155;"A";3;0;1;"N";0;0
13;13;11;"Pavel";"Zvonek";"";"";50;"strojaø";"Pozdìchov";544655;99;155;"A";3;0;1;"N";0;0
13;13;12;"Romana";"Luèanová";"";"";46;"invalidní dùchodkynì";"Bílá";598020;99;155;"A";1;0;.33;"N";0;0
13;13;13;"Petr";"Trlièík";"";"";59;"elektrikáø";"Vsetín";541630;99;155;"A";4;0;1.33;"N";0;0
13;13;14;"Anna";"Bazalová";"";"";55;"pokladní";"Vsetín";541630;99;155;"A";2;0;.66;"N";0;0
13;13;15;"Vojtìch";"Danìk";"";"";61;"invalidní dùchodce";"Vsetín";541630;99;155;"A";0;0;0;"N";0;0
13;13;16;"Leoš";"Ibøíšek";"";"";56;"pracovník TJ";"Vsetín";541630;99;155;"A";6;0;2;"N";0;0
13;13;17;"Pavel";"Javora";"";"";50;"operátor vıroby";"Vsetín";541630;99;155;"A";2;0;.66;"N";0;0
13;13;18;"Jan";"Mach";"Mgr.";"";41;"uèitel";"Bystøice pod Hostınem";588393;99;155;"A";7;0;2.34;"N";0;0
13;13;19;"Jakub Josef";"Forman";"";"";21;"student";"Bøeznice";538744;99;155;"A";5;0;1.67;"N";0;0
13;13;20;"Miroslav";"Kašík";"";"";61;"øidiè";"Vsetín";541630;99;155;"A";1;0;.33;"N";0;0
13;13;21;"Veronika";"idlíková";"";"";27;"øidièka";"Kojetín";514055;99;155;"A";4;0;1.33;"N";0;0
13;13;22;"Petr";"Vašina";"";"";50;"OSVÈ";"Bystøice pod Hostınem";588393;99;155;"A";9;0;3.01;"N";0;0
13;14;1;"Robert";"Vychytil";"Ing.";"";48;"stavbyvedoucí";"Kromìøí";588296;1173;1173;"A";16;0;4.07;"N";0;0
13;14;2;"Marek";"Stratil";"";"";43;"technik liniovıch staveb";"Kromìøí";588296;1173;1173;"A";15;0;3.81;"N";0;0
13;14;3;"Tomáš";"Hasík";"Mgr.";"";48;"projektovı manaer";"Zlín";585068;99;1173;"A";11;0;2.79;"N";0;0
13;14;4;"David";"Harásek";"";"";46;"obchodní zástupce";"Kromìøí";588296;1173;1173;"A";7;0;1.78;"N";0;0
13;14;5;"Marek";"Motalík";"";"";48;"øeditel firmy";"Kromìøí";588296;1173;1173;"A";11;0;2.79;"N";0;0
13;14;6;"Michal";"Pavlíèek";"";"";29;"stavbyvedoucí";"Kromìøí";588296;99;1173;"A";6;0;1.52;"N";0;0
13;14;7;"Petr";"Doleel";"";"";28;"operátor ve vırobì";"Holešov";588458;99;1173;"A";9;0;2.29;"N";0;0
13;14;8;"Martina";"Sigmundová";"";"";43;"sociální pracovnice";"Opatovice";516201;99;1173;"A";2;0;.5;"N";0;0
13;14;9;"Marek";"Èernı";"";"";23;"student";"Kromìøí";588296;99;1173;"A";4;0;1.01;"N";0;0
13;14;10;"Richard";"Netopil";"";"";57;"OSVÈ";"Kromìøí";588296;1173;1173;"A";4;0;1.01;"N";0;0
13;14;11;"Miroslav";"Blata";"";"";47;"strojvedoucí";"Kromìøí";588296;99;1173;"A";9;0;2.29;"N";0;0
13;14;12;"Petr";"Nakládal";"";"";48;"stavební dìlník";"Støíovice";589047;99;1173;"A";0;0;0;"N";0;0
13;14;13;"Milan";"Lechner";"";"";58;"øidiè";"Kromìøí";588296;99;1173;"A";3;0;.76;"N";0;0
13;14;14;"Jiøí";"Svoboda";"";"";60;"instalatér";"Kojetín";514055;99;1173;"A";1;0;.25;"N";0;0
13;14;15;"Zora";"Èuøillová";"";"";59;"administrativní pracovnice";"Zlín";585068;99;1173;"A";5;0;1.27;"N";0;0
13;14;16;"Ivana";"Klimoszová";"Ing.";"";32;"IT specialista";"Ostroská Nová Ves";592463;99;1173;"A";3;0;.76;"N";0;0
13;14;17;"Michal";"Laga";"";"";29;"technik pøípravy vıroby";"Uherskı Ostroh";592749;99;1173;"A";3;0;.76;"N";0;0
13;14;18;"Hana";"Kyršová";"";"";44;"kuchaøka";"Brno";3;99;1173;"A";1;0;.25;"N";0;0
13;14;19;"Renáta";"Koutová";"";"";29;"mateøská dovolená";"Velešovice";593681;99;1173;"A";2;0;.5;"N";0;0
13;14;20;"Vlastislav";"Dvorskı";"";"";32;"realitní makléø";"Køenovice";593214;99;1173;"A";0;0;0;"N";0;0
13;14;21;"Michaela";"Doleelová";"";"";27;"mateøská dovolená";"Holešov";588458;99;1173;"A";2;0;.5;"N";0;0
13;14;22;"Michal";"Vychytil";"";"";24;"operátor CNC strojù";"Kromìøí";588296;1173;1173;"A";6;0;1.52;"N";0;0
13;15;1;"Giuseppe";"Maiello";"doc.";"Ph.D.";55;"vysokoškolskı pedagog";"Praha";1;720;720;"A";1134;0;4.56;"N";0;2
13;15;2;"František";"Elfmark";"";"DiS.";39;"zastupitel a radní Uh. Hradištì, grafik, webmaster";"Uherské Hradištì";592005;99;720;"A";1504;6.05;6.05;"A";1;0
13;15;3;"Petr";"Tkadlec";"";"";30;"samoivitel, stavební technik";"Vsetín";541630;720;720;"A";1193;0;4.79;"N";0;3
13;15;4;"Radek";"Strouhal";"Ing.";"";51;"podnikatel, vıvojáø databázovıch informaè. systémù";"Zlín";585068;720;720;"A";1001;0;4.02;"N";0;4
13;15;5;"Marek";"Houser";"";"";28;"OSVÈ,marketingovı specialista,poøadat. festivalu";"Uherské Hradištì";592005;720;720;"A";1394;5.6;5.6;"N";0;1
13;15;6;"Eliška";"Holšánová";"";"";23;"studentka kulturní antropologie, matka na RD";"Zlín";585068;720;720;"A";601;0;2.41;"N";0;5
13;15;7;"Denis";"Rychtar";"";"";27;"chemik operátor - prùm. chemie a Velináø vır. sazí";"Valašské Meziøíèí";545058;720;720;"A";364;0;1.46;"N";0;6
13;15;8;"Kamila";"Gáliková";"";"";23;"operátorka vıroby, místopøeds. MS Pirátù Val. Mez.";"Støíte nad Beèvou";544922;720;720;"A";474;0;1.9;"N";0;7
13;15;9;"Jaromír";"Fojtù";"";"";32;"programátor, pøedseda MS Pirátù Vsetín";"Vsetín";541630;720;720;"A";416;0;1.67;"N";0;8
13;15;10;"Tomáš";"Èabla";"";"";38;"zastupitel mìsta Napajedla, kuchaø";"Napajedla";585513;720;720;"A";398;0;1.6;"N";0;9
13;15;11;"Josef";"Hruboš";"";"";29;"OSVÈ, servisní technik stínící techniky";"Vsetín";541630;720;720;"A";194;0;.78;"N";0;10
13;15;12;"Pavel";"Holman";"Mgr.";"";40;"øeditel støední školy-uèitel matematiky,geografie";"Branky";541648;99;720;"A";632;0;2.54;"N";0;11
13;15;13;"Radomír";"Polách";"Ing.";"";30;"odbornı asistent (FIT ÈVUT), softwarovı inenır";"Valašské Meziøíèí";545058;99;720;"A";477;0;1.91;"N";0;12
13;15;14;"Yveta";"Martinková";"";"";38;"invalidní dùchodkynì, koordinátorka";"Kromìøí";588296;720;720;"A";263;0;1.05;"N";0;13
13;15;15;"Dalibor";"Jandík";"";"";31;"projektant MAR, místopøedseda Pirátù ValMez";"Valašské Meziøíèí";545058;720;720;"A";290;0;1.16;"N";0;14
13;15;16;"Lukáš";"Krè";"";"";28;"vedoucí smìny-recyklace fólií, organiz.spoleè.akcí";"Chropynì";588512;720;720;"A";175;0;.7;"N";0;15
13;15;17;"Hana";"Porubová";"";"";21;"studentka podnikání, ekologická aktivistka";"Zubøí";545252;720;720;"A";317;0;1.27;"N";0;16
13;15;18;"Jiøí";"Lehejèek";"Ing. Mgr.";"Ph.D.";30;"vysokoškolskı pedagog, polární ekolog";"Praha";1;720;720;"A";581;0;2.33;"N";0;17
13;15;19;"Jakub";"Stacke";"";"";27;"OSVÈ, internetovı troll";"Zlín";585068;99;720;"A";480;0;1.93;"N";0;18
13;15;20;"Hynek";"Polášek";"";"";30;"administrátor PC";"Kromìøí";588296;99;720;"A";36;0;.14;"N";0;19
13;15;21;"Jaroslav";"Ševèík";"";"";31;"starosta TJ Sokol Uherské Hradištì";"Uherské Hradištì";592005;99;720;"A";116;0;.46;"N";0;20
13;15;22;"Daniel";"Halamíèek";"Ing.";"";50;"podnikatel v koedìl.vır. a merchandise produktech";"Ronov pod Radhoštìm";544841;720;720;"A";92;0;.37;"N";0;21
13;19;1;"Radovan";"Jelínek";"Ing.";"MBA";49;"jednatel spoleènosti";"Uherské Hradištì";592005;99;1178;"A";11;0;4.48;"N";0;0
13;19;2;"Petr";"Brillant";"JUDr.";"";45;"podnikatel";"Praha";1;99;1178;"A";5;0;2.04;"N";0;0
13;19;3;"Marian";"Lukaèoviè";"";"";43;"manaer rodinné firmy";"Mysloèovice";585505;99;1178;"A";10;0;4.08;"N";0;0
13;19;4;"Even";"Horák";"";"";43;"mechanik seøizovaè";"Hodslavice";599409;99;1178;"A";4;0;1.63;"N";0;0
13;19;5;"Tomáš";"Zboøil";"";"";30;"ivnostník";"Vizovice";585939;99;1178;"A";6;0;2.44;"N";0;0
13;19;6;"Bohumila";"Patáková Koníèková";"";"";40;"operátorka";"Vlènov";592820;99;1178;"A";6;0;2.44;"N";0;0
13;19;7;"Josef";"Vaculík";"";"";55;"vedoucí technického oddìlení";"Kromìøí";588296;99;1178;"A";16;6.53;6.53;"N";0;0
13;19;8;"Oldøich";"Popelka";"";"";27;"sváøeè";"Strání";592617;99;1178;"A";7;0;2.85;"N";0;0
13;19;9;"Kristına";"Ronovská";"";"";25;"øeditelka spoleènosti";"Staré Mìsto";550752;99;1178;"A";9;0;3.67;"N";0;0
13;19;10;"Vlastimil";"Zetka";"";"";29;"sváøeè";"Strání";592617;99;1178;"A";3;0;1.22;"N";0;0
13;19;11;"Michal";"Rajnoha";"Ing.";"";51;"investièní poradce";"Uherské Hradištì";592005;99;1178;"A";2;0;.81;"N";0;0
13;19;12;"Tereza";"Hubáèková";"";"";25;"obchodní referent";"Knìpole";592269;99;1178;"A";5;0;2.04;"N";0;0
13;19;13;"Tomáš";"Zubr";"";"";26;"konstruktér";"Polièná";500071;99;1178;"A";6;0;2.44;"N";0;0
13;19;14;"Vilém";"Nevyjel";"";"";37;"èíšník";"Uherské Hradištì";592005;99;1178;"A";3;0;1.22;"N";0;0
13;19;15;"Petr";"Kasan";"";"";32;"investièní poradce";"Uherské Hradištì";592005;99;1178;"A";1;0;.4;"N";0;0
13;19;16;"Silvie";"Hrubá";"";"";28;"mateøská dovolená";"Brno";3;99;1178;"A";4;0;1.63;"N";0;0
13;19;17;"Jan";"Zetka";"";"";26;"investièní poradce";"Uherské Hradištì";592005;99;1178;"A";5;0;2.04;"N";0;0
13;19;18;"Nikola";"Opálková";"";"";24;"servírka";"Slopné";585769;99;1178;"A";3;0;1.22;"N";0;0
13;19;19;"Aneta";"Hendrichová";"Bc.";"";25;"studentka";"Èaková";552003;99;1178;"A";2;0;.81;"N";0;0
13;19;20;"Pavlína";"Farkašová";"";"";46;"asistentka";"Kopøivnice";599565;99;1178;"A";1;0;.4;"N";0;0
13;19;21;"aneta";"Èerná";"";"";24;"servírka";"Kopøivnice";599565;99;1178;"A";2;0;.81;"N";0;0
13;19;22;"Pavel";"Opletal";"";"";25;"investièní poradce";"Brno";3;99;1178;"A";1;0;.4;"N";0;0
13;20;1;"Kristına";"Zelienková";"Ing.";"";43;"poslankynì";"Uherskı Ostroh";592749;99;721;"A";659;7.8;7.8;"N";0;0
13;20;2;"Rudolf";"Seifert";"Mgr.";"";57;"starosta mìsta Holešova";"Holešov";588458;721;721;"A";435;5.15;5.15;"N";0;0
13;20;3;"Iva";"Vavreèková";"Ing.";"";48;"vedoucí pracovník";"Zádveøice-Raková";585998;721;721;"A";235;0;2.78;"N";0;0
13;20;4;"Jan";"Rafaj";"Mgr.";"";38;"majitel skateshopu";"Valašské Meziøíèí";545058;721;721;"A";335;0;3.96;"N";0;0
13;20;5;"Vít";"Peštuka";"Mgr.";"";46;"akademickı pracovník Justièní akademie";"Kromìøí";588296;721;721;"A";291;0;3.44;"N";0;0
13;20;6;"Milan";"Baroò";"Bc.";"";31;"manaer";"Zlín";585068;721;721;"A";181;0;2.14;"N";0;0
13;20;7;"Zuzana";"Vandame";"Mgr.";"";42;"jednatelka";"Uherské Hradištì";592005;721;721;"A";188;0;2.22;"N";0;0
13;20;8;"Vlastislav";"Navrátil";"";"";49;"koordinátor webovıch projektù";"Valašské Meziøíèí";545058;721;721;"A";183;0;2.16;"N";0;0
13;20;9;"Josef";"Omelka";"";"";61;"podnikatel ve stavebnictví";"Uherské Hradištì";592005;721;721;"A";64;0;.75;"N";0;0
13;20;10;"Marian";"Piòos";"";"";48;"manaer";"Zlín";585068;721;721;"A";66;0;.78;"N";0;0
13;20;11;"Jaroslav";"Zlámal";"";"";52;"technik";"Chropynì";588512;721;721;"A";28;0;.33;"N";0;0
13;20;12;"Ivo";"Bierhaus";"";"";58;"ivnostník";"Opava";8;55;721;"A";24;0;.28;"N";0;0
13;20;13;"Vìroslav";"Horák";"";"";58;"technik";"Zlín";585068;721;721;"A";38;0;.45;"N";0;0
13;20;14;"Dalibor";"Jirásek";"Ing.";"";58;"projektovı manaer";"Uherské Hradištì";592005;721;721;"A";75;0;.88;"N";0;0
13;20;15;"Tomáš";"Schildberger";"";"";40;"instalatér";"Huslenky";542784;721;721;"A";49;0;.58;"N";0;0
13;20;16;"Jan";"Michalèík";"";"";41;"poštovní úøedník";"Kromìøí";588296;721;721;"A";39;0;.46;"N";0;0
13;20;17;"Robin";"Míèek";"";"";24;"podnikatel";"Zlín";585068;721;721;"A";103;0;1.21;"N";0;0
13;20;18;"Petr";"Zemek";"Mgr.";"Th.D.";47;"komeniolog";"Hradèovice";592200;721;721;"A";103;0;1.21;"N";0;0
13;20;19;"Lukáš";"Èinè";"";"";21;"student";"Zlín";585068;721;721;"A";164;0;1.94;"N";0;0
13;20;20;"Petr";"Zaoral";"Ing.";"";41;"støedoškolskı pedagog";"Kromìøí";588296;721;721;"A";115;0;1.36;"N";0;0
13;20;21;"Milan";"Stránickı";"";"";47;"podnikatel";"Vlènov";592820;721;721;"A";47;0;.55;"N";0;0
