row_id,first_name,last_name,titles,highest_titles,gender,approx_birth_year,occupation,residence,region,nominate_party,member_party,party,abs_votes,pct_votes,rank,mandate
167,Jana,Šimková,,No title,Female,1963,učitelka MŠ,Klatovy,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,271,0.86,-,17
168,Hana,Škoríková,,No title,Female,1964,účetní,Díly,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,225,0.71,-,4
169,Josef,Šmíd,Ing.,Master,Male,1956,podnikatel,Bdeněves,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,113,0.36,-,6
170,Václav,Štekl,Ing.,Master,Male,1976,učitel ZŠ,Plzeň,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,479,1.52,*,5
171,Josef,Švarcbek,RSDr.,Doctor,Male,1955,revizní technik,Planá,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,794,2.53,-,2
172,Jiří,Vacek,,No title,Male,1956,traktorista,Klatovy,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,398,1.26,-,19
173,Hana,Váchalová,,No title,Female,1966,administrativní pracovnice,Postřekov,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,458,1.46,*,6
174,Jiří,Valenta,PhDr. Mgr. et Mgr.,Master,Male,1966,pedagogický pracovník,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,511,1.62,-,40
175,Antonín,Vávra,,No title,Male,1954,strojvedoucí,Horažďovice,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,234,0.74,-,32
176,Jiří,Veselý,,No title,Male,1951,samostatný technik,Město Touškov,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,76,0.24,-,39
177,Miroslav,Vild,,No title,Male,1952,starosta obce,Holoubkov,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,369,1.17,-,3
178,Vlastimil,Vondryska,,No title,Male,1952,vedoucí slévárny,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,206,0.65,-,7
179,Jiří,Zajíček,,No title,Male,1953,podnikatel,Rokycany,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,189,0.6,-,29
180,Jaroslav,Získal,,No title,Male,1954,strojvedoucí,Bělá nad Radbuzou,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,216,0.68,-,41
181,Věra,Bartůňková,,No title,Female,1960,asistentka ředitele,Karlovy Vary,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,166,1.14,-,8
182,Květoslava,Beláňová,Ing.,Master,Female,1944,technik,Karlovy Vary,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,74,0.51,-,21
183,Jaroslav,Borka,Mgr.,Master,Male,1953,OSVČ,Karlovy Vary,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1251,8.66,*,1
184,Jaroslav,Businský,RSDr.,Doctor,Male,1949,technik,Teplá,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,157,1.08,-,15
185,Miroslav,Čáp,Ing.,Master,Male,1953,podnikatel,Otročín,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,111,0.76,-,35
186,Petr,Čekal,,No title,Male,1950,skladník,Aš,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,105,0.72,-,36
187,Jana,Čepičková,,No title,Female,1953,bankovní poradce,Horní Slavkov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,105,0.72,-,25
188,Václav,Černý,,No title,Male,1946,předseda OV KSČM,Cheb,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1110,7.68,*,2
189,Zdeněk,Černý,,No title,Male,1948,dělník,Žlutice,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,118,0.81,-,30
190,Jiří,Dolejš,Mgr.,Master,Male,1950,učitel,Bochov,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,182,1.26,-,12
191,Marcela,Dubová,,No title,Female,1951,řidička AKU vozíku,Nová Role,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,157,1.08,-,18
192,Naděžda,Ettlerová,,No title,Female,1955,laborantka,Karlovy Vary,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,95,0.65,-,31
193,Soňa,Glozigová,Ing.,Master,Female,1954,správce nemovitostí,Cheb,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,54,0.37,-,32
194,Jiří,Holan,Mgr.,Master,Male,1943,učitel,Rotava,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,391,2.7,*,8
195,Václav,Jakubík,Ing.,Master,Male,1949,jednatel společnosti,Cheb,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,394,2.72,*,6
196,Dana,Janurová,,No title,Female,1954,ředitelka o.p.s.,Březová,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,135,0.93,-,13
197,František,Jurčák,,No title,Male,1948,podnikatel,Hranice,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,242,1.67,-,6
198,Oleg,Kalaš,PhDr.,Doctor,Male,1949,předseda OV KSČM,Sokolov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,396,2.74,-,2
199,Jaroslava,Karabcová,,No title,Female,1954,účetní,Cheb,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,165,1.14,-,17
200,František,Kastl,Ing.,Master,Male,1962,technik,Svatava,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,394,2.72,-,10
201,Anna,Klímová,,No title,Female,1965,starostka obce,Dolní Rychnov,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,131,0.9,-,28
202,Zdeněk,Mareš,,No title,Male,1958,tesař-truhlář,Ostrov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,211,1.46,-,26
203,Alexander,Martinec,Ing. CSc.,Doctor,Male,1948,chemik,Sokolov,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,179,1.23,-,5
204,Petr,Martínek,,No title,Male,1952,podnikatel,Horní Slavkov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,174,1.2,-,7
205,Pavel,Miklušák,JUDr.,Doctor,Male,1950,soukromý podnikatel,Mariánské Lázně,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,310,2.14,-,9
206,Josef,Murčo,,No title,Male,1952,manažer,Karlovy Vary,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,447,3.09,*,5
207,Marek,Musil,,No title,Male,1984,řidič,Mariánské Lázně,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,145,1,-,37
208,Zdeněk,Musil,PhDr.Mgr,Doctor,Male,1944,středoškolský učitel,Karlovy Vary,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,172,1.19,-,23
209,Michal,Oravec,,No title,Male,1960,ředitel MDDM,Aš,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,123,0.85,-,29
210,Karel,Pilman,,No title,Male,1943,výpravčí vlaků,Kraslice,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,163,1.12,-,24
211,Aleš,Rejl,,No title,Male,1971,vedoucí výroby,Mariánské Lázně,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,143,0.99,-,11
212,Anna,Sándorová,,No title,Female,1975,keramik,Vřesová,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,118,0.81,-,38
213,Václav,Sloup,JUDr.,Doctor,Male,1949,podnikový právník,Tuřany,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,259,1.79,*,7
214,Eliška,Stránská,Ing.,Master,Female,1958,starostka,Dolní Žandov,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,230,1.59,-,14
215,Stanislav,Strmeň,,No title,Male,1956,dělník,Cheb,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,402,2.78,-,3
216,Petr,Šikýř,,No title,Male,1962,učitel,Jáchymov,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,67,0.46,-,39
217,Ivan,Šmat,Ing.,Master,Male,1943,zemědělský inženýr,Březová,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,105,0.72,-,20
218,Marcela,Šnajdrová,Mgr.,Master,Female,1961,učitelka,Aš,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,186,1.28,-,19
219,Zdeňka,Šťastná,,No title,Female,1952,recepční,Loket,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,63,0.43,-,33
220,Jan,Tancibudek,,No title,Male,1952,zámečník,Hroznětín,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,182,1.26,-,4
221,Luděk,Vachuda,,No title,Male,1972,pekař,Cheb,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,164,1.13,-,27
222,Eva,Valjentová,Ing.,Master,Female,1964,ekonom,Sokolov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,806,5.58,*,4
223,Pavol,Vančo,Ing.,Master,Male,1955,vedoucí odboru,Kynšperk nad Ohří,Karlovarský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,74,0.51,-,34
224,Pavel,Vaněk,Ing.,Master,Male,1955,technik,Dolní Rychnov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,131,0.9,-,40
225,Štefan,Varga,,No title,Male,1943,elektrotechnik,Karlovy Vary,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,115,0.79,-,42
226,Barbora,Vojtová,,No title,Female,1974,tajemnice krajské rady KSČM,Vojkovice,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,495,3.42,-,1
227,Jan,Votruba,RSDr.,Doctor,Male,1954,vedoucí oddělení,Cheb,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,157,1.08,-,22
228,Antonín,Vychodil,,No title,Male,1951,podnikatel,Cheb,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,41,0.28,-,41
229,Vladimír,Zima,,No title,Male,1963,technik,Sokolov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,186,1.28,-,16
230,Václav,Živný,Ing.,Master,Male,1940,báňský technik,Sokolov,Karlovarský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,604,4.18,*,3
231,Vlastimil,Balín,RSDr.,Doctor,Male,1951,senátor,Most,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1298,2.91,-,9
232,Radek,Belej,,No title,Male,1975,tajemník OV KSČM,Most,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1552,3.49,*,4
233,Václav,Beneš,,No title,Male,1953,starosta obce,Blatno,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,730,1.64,-,18
234,Petr,Brázda,PaedDr.,Doctor,Male,1944,specialista odboru kultury KÚ,Ústí nad Labem,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,406,0.91,*,8
235,Oldřich,Bubeníček,,No title,Male,1953,novinář,Bílina,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,2863,6.43,*,1
236,Miroslav,Bureš,,No title,Male,1949,zámečník,Chomutov,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,584,1.31,-,26
237,Blanka,Cicková,,No title,Female,1964,viceprezidentka Svazu pacientů,Most,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,306,0.68,-,19
238,Jaroslav,Cingel,,No title,Male,1952,místostarosta,Jirkov,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,250,0.56,-,23
239,Pavla,Čapková,,No title,Female,1975,pracovnice státní správy,Bohušovice nad Ohří,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,408,0.91,-,11
240,Ladislav,Drlý,Ing.,Master,Male,1954,technik,Chomutov,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1220,2.74,*,7
241,Zdeněk,Dušek,PaedDr.,Doctor,Male,1953,učitel,Litoměřice,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,979,2.2,-,4
242,Drahomír,Faix,,No title,Male,1960,technik kontroly jakosti,Louny,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,249,0.56,-,27
243,Jaroslava,Gajdošíková,,No title,Female,1971,asistent zákaznického servisu,Žatec,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,254,0.57,-,24
244,Jitka,Hanousková,,No title,Female,1952,tajemnice OV KSČM,Újezdeček,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,463,1.04,-,5
245,Václav,Homolka,PaedDr.,Doctor,Male,1955,senátor,Klášterec nad Ohří,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,696,1.56,-,16
246,Jaroslav,Horák,RSDr.,Doctor,Male,1950,invalidní důchodce,Děčín,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,420,0.94,-,22
247,Gabriela,Hubáčková,,No title,Female,1975,asistentka poslance,Ústí nad Labem,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,239,0.53,-,28
248,Karel,Hynouš,,No title,Male,1949,soukromý podnikatel,Libochovice,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,306,0.68,-,25
249,Václav,Chábera,,No title,Male,1937,důchodce,Most,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,269,0.6,-,43
250,Iveta,Jelínková,,No title,Female,1969,učitelka,Most,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,897,2.01,-,13
251,Lenka,Jeníčková,,No title,Female,1975,technik,Krupka,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,875,1.96,*,9
252,Petr,Kadavý,,No title,Male,1952,revizní technik,Krupka,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,150,0.33,-,44
253,Antonín,Kamenský,,No title,Male,1950,místostarosta,Bystřany,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,101,0.22,-,47
254,Alena,Kessnerová,,No title,Female,1981,vedoucí úseku zboží,Litoměřice,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,556,1.25,-,14
255,Jaromír,Kohlíček,Ing. CSc.,Doctor,Male,1953,poslanec Evropského parlamentu,Teplice,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,924,2.07,-,41
256,Vladislav,Kohout,Ing.,Master,Male,1950,učitel,Kadaň,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,222,0.49,-,38
257,Jaroslav,Komínek,,No title,Male,1975,asistent senátora,Chomutov,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1483,3.33,*,3
258,Karel,Krčmárik,JUDr.,Doctor,Male,1948,podnikatel,Žatec,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,640,1.43,*,6
259,Jaroslav,Kubín,,No title,Male,1953,podnikatel,Ústí nad Labem,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,723,1.62,-,6
260,Vlastimil,Lhoták,,No title,Male,1948,předseda OV KSČM,Děčín,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,496,1.11,-,20
261,Alena,Mádlová,,No title,Female,1958,tajemnice OV KSČM,Lenešice,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,401,0.9,-,33
262,Alena,Machová,Mgr.,Master,Female,1953,ředitelka školy,Roudnice nad Labem,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,328,0.73,-,30
263,Viktor,Malinkovič,,No title,Male,1953,konzultant obchodních rizik,Ústí nad Labem,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,125,0.28,-,40
264,Milena,Matuškovičová,,No title,Female,1955,administrativní pracovnice,Vrskmaň,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,72,0.16,-,32
265,Jan,Michalec,JUDr.,Doctor,Male,1942,advokát,Ústí nad Labem,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,650,1.46,-,7
266,František,Minárik,,No title,Male,1966,technický pracovník,Ústí nad Labem,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,291,0.65,-,21
267,František,Nekola,JUDr.,Doctor,Male,1947,místopředseda odborového svazu,Meziboří,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,236,0.53,-,34
268,Ludvík,Nesnídal,,No title,Male,1985,podnikatel,Děčín,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,530,1.19,-,8
269,Josef,Nétek,Ing.,Master,Male,1954,starosta,Lom,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,587,1.32,*,10
270,Jan,Novák,,No title,Male,1965,podnikatel,Ústí nad Labem,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,161,0.36,-,35
271,Jiří,Novák,Ing.,Master,Male,1946,jednatel společnosti,Most,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,531,1.19,-,3
272,Jozef,Pásztor,,No title,Male,1963,technik,Litoměřice,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,258,0.58,-,39
273,Ivo,Perna,Ing.,Master,Male,1951,vedoucí odboru dopravy,Hoštka,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,503,1.13,*,11
274,Milan,Pipal,RSDr.,Doctor,Male,1949,jednatel firmy,Žatec,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,279,0.62,-,36
275,Emília,Procházková,,No title,Female,1958,učitelka,Šluknov,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,294,0.66,-,29
276,Stanislav,Rybák,RSDr.,Doctor,Male,1948,předseda OV KSČM,Louny,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1639,3.68,*,2
277,Květa,Rybárová,,No title,Female,1952,vedoucí ČSŽ Ústeckého kraje,Ústí nad Labem,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,506,1.13,-,12
278,Jitka,Sachetová,,No title,Female,1954,zemědělský podnikatel,Polepy,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,689,1.54,-,1
279,František,Stibor,,No title,Male,1941,technický pracovník,Malá Veleň,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,239,0.53,-,17
280,Marie,Struhová,Mgr.,Master,Female,1949,učitelka,Dubí,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,293,0.65,-,37
281,Jiří,Šlehober,,No title,Male,1946,technik,Deštnice,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,42,0.09,-,42
282,Jiří,Švejda,Mgr.,Master,Male,1949,ředitel nakladatelství,Litvínov,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,329,0.74,-,31
283,Josef,Tachecí,Ing.,Master,Male,1953,starosta obce,Krabčice,Ústecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,391,0.87,*,12
284,Josef,Váňo,Ing.,Master,Male,1952,učitel odborných předmětů,Jílové,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,543,1.22,-,2
285,Jana,Vlková,,No title,Female,1949,administrativní pracovnice,Ústí nad Labem,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,78,0.17,-,46
286,Petr,Vomáčka,Mgr.,Master,Male,1947,podnikatel,Dolní Poustevna,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,121,0.27,-,48
287,Vlastimil,Waic,,No title,Male,1962,technik,Chomutov,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,538,1.21,-,10
288,Josef,Zahradník,,No title,Male,1985,skladník-THP,Výškov,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,433,0.97,-,15
289,Tomáš,Zíka,,No title,Male,1973,podnikatel,Dubí,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,464,1.04,*,5
290,Libuše,Zmátlová,,No title,Female,1946,účetní,Chomutov,Ústecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,116,0.26,-,45
291,Josef,Adamčík,,No title,Male,1964,pracovník servisu,Česká Lípa,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,328,1.82,-,8
292,Jiří,Bělohlávek,,No title,Male,1950,podnikatel,Liberec,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,185,1.02,-,5
293,Miroslav,Beran,Mgr.,Master,Male,1939,středoškolský učitel,Turnov,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,338,1.87,*,8
294,Jiří,Boudný,,No title,Male,1952,podnikatel,Vyskeř,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,160,0.88,-,3
295,Vladimíra,Bukvicová,,No title,Female,1948,důchodkyně,Jablonec nad Nisou,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,95,0.52,-,29
296,Miroslav,Burgr,,No title,Male,1955,vedoucí pracovník,Frýdlant,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,254,1.4,-,21
297,Lukáš,Čížek,,No title,Male,1979,tajemník OV KSČM Semily,Semily,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,344,1.9,-,27
298,Miroslav,Dalík,,No title,Male,1955,správce stadionu,Česká Lípa,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,93,0.51,-,36
299,Jiří,Deml,,No title,Male,1950,vedoucí osobní dopravy,Jilemnice,Liberecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,145,0.8,-,17
300,Jana,Dobřichovská,,No title,Female,1954,pracovnice výroby,Nové Město pod Smrkem,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,160,0.88,-,25
301,Dalibor,Dostálek,,No title,Male,1966,mistr střediska,Jablonec nad Nisou,Liberecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,161,0.89,-,9
302,Vladimír,Ebert,,No title,Male,1946,dělník manipulant,Liberec,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,22,0.12,-,40
303,Milan,Erbert,Ing.,Master,Male,1943,podnikatel,Český Dub,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,104,0.57,-,10
304,Antonín,Flíček,,No title,Male,1951,důchodce,Horní Police,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,78,0.43,-,34
305,Václav,Folda,JUDr.,Doctor,Male,1947,státní úředník,Desná,Liberecký kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,110,0.61,-,14
306,Josef,Havlík,Ing.,Master,Male,1949,detektiv,Jablonec nad Nisou,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,352,1.95,-,1
307,Jiřina,Havlíková,,No title,Female,1972,invalidní důchodkyně,Jablonec nad Nisou,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,222,1.23,-,20
308,Pavlína,Hrabálková,,No title,Female,1960,předsedkyně OV KSČM,Jablonec nad Nisou,Liberecký kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1146,6.36,*,3
